level_0,index,id,jid,jyear,jcase,jno,jdate_dt,jtitle,jtype,litigation_type,etl_datetime,source_id,source_cnt,source_id_v2,source_cnt_v2,精神慰撫金額,醫療費用,薪資收入,頭頸部,臉,胸部,腹部,背部,骨盆,上肢,下肢,其他,骨折,骨裂,擦挫傷,撕裂傷,鈍傷,損傷,胸部損傷,神經損傷,拉傷,扭傷,灼傷,脫位,壓迫,破缺損,腦震盪,壞死,內出血,水腫,瘀血,栓塞,剝離,截肢,衰竭,休克,失能,死亡,肇責 0/100,肇責 10/90,肇責 20/80,肇責 30/70,肇責 40/60,肇責 50/50,肇責 60/40,肇責 70/30,肇責 80/20,肇責 90/10,肇責 100/0,未滿18歲(高中以下),18-24歲(大學、研究所),25-29歲,30-39歲,40-49歲,50-59歲,60-64歲,65歲以上(退休)
90,90,437259,"SLEV,107,士簡,1320,20181224,1",107,士簡,1320,1545609600000,侵權行為損害賠償,士林簡易庭,民事判決,1688136019337,90,1,90,1,30000.0,18275,46000,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,91,443110,"STEV,108,店簡,1110,20191029,1",108,店簡,1110,1572307200000,損害賠償,新店簡易庭,民事判決,1688136019337,91,1,91,1,6000.0,670,46000,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,93,507909,"TCDV,107,訴,3582,20181227,1",107,訴,3582,1545868800000,損害賠償,臺灣臺中地方法院,民事判決,1688136019337,93,1,93,1,150000.0,101700,46000,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,94,647550,"TPDV,106,訴,2671,20181123,1",106,訴,2671,1542931200000,損害賠償,臺灣臺北地方法院,民事判決,1688136019337,94,1,94,1,150000.0,108196,30300,1,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,95,662429,"TPEV,108,北小,3104,20190919,1",108,北小,3104,1568851200000,侵權行為損害賠償,臺北簡易庭,民事判決,1688136019337,95,1,95,1,150000.0,108196,30300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,97,694077,"TPHV,107,上,570,20181009,1",107,上,570,1539043200000,損害賠償,臺灣高等法院,民事判決,1688136019337,97,1,97,1,500000.0,471223,26668,1,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,99,793894,"TYDV,107,訴,26,20190705,1",107,訴,26,1562284800000,損害賠償,臺灣桃園地方法院,民事判決,1688136019337,99,1,99,1,1000000.0,357922,26668,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,100,428,"CCEV,108,潮簡,289,20190926,1",108,潮簡,289,1569456000000,損害賠償,潮州簡易庭,民事判決,1688136019337,100,1,100,1,10000.0,200,26668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,101,1828,"CDEV,107,橋簡,623,20181025,1",107,橋簡,623,1540425600000,損害賠償,橋頭簡易庭,民事判決,1688136019337,101,1,101,1,50000.0,13770,26668,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,102,1947,"CDEV,108,橋小,113,20190329,1",108,橋小,113,1553817600000,損害賠償,橋頭簡易庭,民事判決,1688136019337,102,1,102,1,50000.0,13770,26668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
104,104,126747,"HLEV,108,花簡,99,20190328,1",108,花簡,99,1553731200000,侵權行為損害賠償,花蓮簡易庭(含玉里),民事判決,1688136019337,104,1,104,1,300000.0,19097,26668,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,106,215659,"KSEV,107,雄小,1820,20181016,1",107,雄小,1820,1539648000000,損害賠償,高雄簡易庭,民事判決,1688136019337,106,1,106,1,30000.0,26360,26668,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
109,109,246726,"MLDV,107,苗小,362,20180727,1",107,苗小,362,1532649600000,侵權行為損害賠償,臺灣苗栗地方法院,民事判決,1688136019337,109,1,109,1,30000.0,26360,26668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,110,253176,"NHEV,108,湖簡,767,20190802,1",108,湖簡,767,1564704000000,損害賠償,內湖簡易庭,民事判決,1688136019337,110,1,110,1,60000.0,33702,26668,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,111,327359,"PCDV,108,訴,886,20190917,1",108,訴,886,1568678400000,侵權行為損害賠償,臺灣新北地方法院,民事判決,1688136019337,111,1,111,1,500000.0,33702,30000,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,112,428284,"SLDV,108,訴,905,20191106,1",108,訴,905,1572998400000,損害賠償,臺灣士林地方法院,民事判決,1688136019337,112,1,112,1,50000.0,1620,22000,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
113,113,504600,"TCDV,106,訴,2722,20180823,2",106,訴,2722,1534982400000,損害賠償,臺灣臺中地方法院,民事判決,1688136019337,113,1,113,1,200000.0,1620,22000,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
114,114,507505,"TCDV,107,訴,1719,20190308,1",107,訴,1719,1552003200000,損害賠償,臺灣臺中地方法院,民事判決,1688136019337,114,1,114,1,350000.0,8686,39800,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
115,115,590206,"TNDV,107,訴,1887,20190121,1",107,訴,1887,1548028800000,侵權行為損害賠償,臺灣臺南地方法院,民事判決,1688136019337,115,1,115,1,130000.0,8536,7770,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,116,596324,"TNEV,107,南保險,1,20180613,1",107,南保險,1,1528848000000,侵權行為損害賠償,臺南簡易庭,民事判決,1688136019337,116,1,116,1,130000.0,8536,7770,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,117,596388,"TNEV,107,南小,1284,20181120,1",107,南小,1284,1542672000000,侵權行為損害賠償,臺南簡易庭,民事判決,1688136019337,117,1,117,1,130000.0,8536,7770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,120,649917,"TPDV,107,訴,4717,20190620,1",107,訴,4717,1560988800000,侵權行為損害賠償,臺灣臺北地方法院,民事判決,1688136019337,120,1,120,1,200000.0,77016,33000,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
122,122,100211,"CYDV,107,訴,337,20181109,1",107,訴,337,1541721600000,損害賠償,臺灣嘉義地方法院,民事判決,1688136019337,122,1,122,1,50000.0,3440,33000,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
123,123,126556,"HLEV,108,花原簡,9,20190308,1",108,花原簡,9,1552003200000,侵權行為損害賠償,花蓮簡易庭(含玉里),民事判決,1688136019337,123,1,123,1,50000.0,3440,33000,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,124,129536,"HUEV,107,虎簡,133,20180912,1",107,虎簡,133,1536710400000,損害賠償,虎尾簡易庭,民事判決,1688136019337,124,1,124,1,50000.0,3020,22000,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
125,125,207865,"KSDV,107,訴,888,20181130,1",107,訴,888,1543536000000,侵權行為損害賠償,臺灣高雄地方法院,民事判決,1688136019337,125,1,125,1,50000.0,75792,23000,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,126,252575,"NHEV,107,湖簡,1150,20181226,1",107,湖簡,1150,1545782400000,損害賠償,內湖簡易庭,民事判決,1688136019337,126,1,126,1,50000.0,16447,33000,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,128,326909,"PCDV,108,訴,214,20191031,2",108,訴,214,1572480000000,侵權行為損害賠償,臺灣新北地方法院,民事判決,1688136019337,128,1,128,1,10000.0,16447,33000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,129,392380,"SCDV,107,訴,1001,20190125,1",107,訴,1001,1548374400000,損害賠償,臺灣新竹地方法院,民事判決,1688136019337,129,1,129,1,300000.0,39941,20008,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
130,130,393937,"SCDV,108,訴,602,20190927,1",108,訴,602,1569542400000,損害賠償,臺灣新竹地方法院,民事判決,1688136019337,130,1,130,1,36000.0,31873,40000,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
131,131,403420,"SJEV,107,重簡,1033,20181127,1",107,重簡,1033,1543276800000,侵權行為損害賠償等,三重簡易庭,民事判決,1688136019337,131,1,131,1,10000.0,1935,40000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,132,425726,"SLDV,107,訴,919,20181128,1",107,訴,919,1543363200000,損害賠償,臺灣士林地方法院,民事判決,1688136019337,132,1,132,1,800000.0,311763,28000,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
133,133,441436,"SSEV,107,新簡,491,20190225,1",107,新簡,491,1551052800000,損害賠償,新市簡易庭,民事判決,1688136019337,133,1,133,1,50000.0,27010,28000,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,138,717591,"TTDV,107,重訴,19,20190819,1",107,重訴,19,1566172800000,損害賠償,臺灣臺東地方法院,民事判決,1688136019337,138,1,138,1,100000.0,227823,28000,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
139,139,791680,"TYDV,107,原訴,15,20180926,1",107,原訴,15,1537920000000,損害賠償,臺灣桃園地方法院,民事判決,1688136019337,139,1,139,1,400000.0,15481,28000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,140,823010,"ULDV,107,簡上,40,20180822,1",107,簡上,40,1534896000000,損害賠償,臺灣雲林地方法院,民事判決,1688136019337,140,1,140,1,30000.0,4049,28000,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
141,141,77197,"CTDV,107,勞訴,71,20190411,1",107,勞訴,71,1554940800000,損害賠償等,臺灣橋頭地方法院,民事判決,1688136019337,141,1,141,1,30000.0,4049,25000,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,142,112571,"FYEV,108,豐簡,207,20190430,1",108,豐簡,207,1556582400000,損害賠償,豐原簡易庭,民事判決,1688136019337,142,1,142,1,30000.0,13875,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,145,159517,"KMDV,106,訴,35,20180807,2",106,訴,35,1533600000000,侵權行為損害賠償,福建金門地方法院,民事判決,1688136019337,145,1,145,1,250000.0,167142,25200,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,146,207578,"KSDV,107,訴,122,20190104,6",107,訴,122,1546560000000,侵權行為損害賠償,臺灣高雄地方法院,民事判決,1688136019337,146,1,146,1,120000.0,39070,25200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,147,207920,"KSDV,107,重訴,136,20181225,1",107,重訴,136,1545696000000,侵權行為損害賠償,臺灣高雄地方法院,民事判決,1688136019337,147,1,147,1,600000.0,2827,20008,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
148,148,246528,"MLDV,106,訴,458,20180925,2",106,訴,458,1537833600000,侵權行為損害賠償,臺灣苗栗地方法院,民事判決,1688136019337,148,1,148,1,80000.0,126109,20008,1,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,152,324410,"PCDV,107,訴,436,20180614,1",107,訴,436,1528934400000,侵權行為損害賠償,臺灣新北地方法院,民事判決,1688136019337,152,1,152,1,1000000.0,1533,20008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,156,437300,"SLEV,107,士簡,477,20180620,1",107,士簡,477,1529452800000,侵權行為損害賠償,士林簡易庭,民事判決,1688136019337,156,1,156,1,30000.0,3790,20008,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,158,504594,"TCDV,106,訴,2662,20190516,1",106,訴,2662,1557964800000,損害賠償,臺灣臺中地方法院,民事判決,1688136019337,158,1,158,1,120000.0,97335,30000,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
159,159,504699,"TCDV,106,訴,3605,20181005,1",106,訴,3605,1538697600000,損害賠償,臺灣臺中地方法院,民事判決,1688136019337,159,1,159,1,200000.0,108275,20008,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
160,160,507562,"TCDV,107,訴,2017,20190123,1",107,訴,2017,1548201600000,損害賠償,臺灣臺中地方法院,民事判決,1688136019337,160,1,160,1,450000.0,162979,20008,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,161,507608,"TCDV,107,訴,2223,20180927,1",107,訴,2223,1538006400000,損害賠償等,臺灣臺中地方法院,民事判決,1688136019337,161,1,161,1,30000.0,162979,20008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,162,508230,"TCDV,107,重訴,273,20180620,1",107,重訴,273,1529452800000,損害賠償,臺灣臺中地方法院,民事判決,1688136019337,162,1,162,1,30000.0,162979,20008,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
164,164,525063,"TCEV,108,中簡,128,20190111,1",108,中簡,128,1547164800000,損害賠償,臺中簡易庭,民事判決,1688136019337,164,1,164,1,30000.0,162979,20008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,165,590152,"TNDV,107,訴,1643,20190227,2",107,訴,1643,1551225600000,侵權行為損害賠償,臺灣臺南地方法院,民事判決,1688136019337,165,1,165,1,60000.0,1482321,20008,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,166,606670,"TNHV,107,上易,175,20180920,1",107,上易,175,1537401600000,侵權行為損害賠償,臺灣高等法院臺南分院,民事判決,1688136019337,166,1,166,1,200000.0,17204,20008,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,167,647498,"TPDV,106,訴,1268,20180905,1",106,訴,1268,1536105600000,侵權行為損害賠償,臺灣臺北地方法院,民事判決,1688136019337,167,1,167,1,1000000.0,29894,23113,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
168,168,794208,"TYDV,107,重訴,141,20190715,1",107,重訴,141,1563148800000,損害賠償,臺灣桃園地方法院,民事判決,1688136019337,168,1,168,1,150000.0,61708,44000,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
171,171,2223,"CDEV,108,橋簡,393,20191105,1",108,橋簡,393,1572912000000,損害賠償,橋頭簡易庭,民事判決,1688136019337,171,1,171,1,100000.0,1145,30000,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,174,103806,"CYEV,107,朴簡,59,20181115,2",107,朴簡,59,1542240000000,侵權行為損害賠償,嘉義簡易庭(含朴子),民事判決,1688136019337,174,1,174,1,30000.0,1417,30000,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,175,143011,"ILDV,107,訴,302,20190426,1",107,訴,302,1556236800000,侵權行為損害賠償,臺灣宜蘭地方法院,民事判決,1688136019337,175,1,175,1,600000.0,50453,30000,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,176,155610,"KLDV,106,訴,18,20181228,1",106,訴,18,1545955200000,損害賠償,臺灣基隆地方法院,民事判決,1688136019337,176,1,176,1,800000.0,114411,60548,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
178,178,207592,"KSDV,107,訴,1261,20190312,1",107,訴,1261,1552348800000,侵權行為損害賠償,臺灣高雄地方法院,民事判決,1688136019337,178,1,178,1,80000.0,13060,20000,1,1,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
179,179,216899,"KSEV,108,雄簡,847,20190628,1",108,雄簡,847,1561680000000,損害賠償,高雄簡易庭,民事判決,1688136019337,179,1,179,1,35000.0,330,33000,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,180,336587,"PCEV,106,板簡,2710,20181129,2",106,板簡,2710,1543449600000,侵權行為損害賠償,板橋簡易庭,民事判決,1688136019337,180,1,180,1,80000.0,61925,14290,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
181,181,391911,"SCDV,106,訴,711,20181116,1",106,訴,711,1542326400000,損害賠償,臺灣新竹地方法院,民事判決,1688136019337,181,1,181,1,1000000.0,1050,14290,1,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
182,182,441437,"SSEV,107,新簡,495,20190131,1",107,新簡,495,1548892800000,損害賠償,新市簡易庭,民事判決,1688136019337,182,1,182,1,30000.0,7703,14290,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,183,442652,"STEV,107,店小,771,20180814,1",107,店小,771,1534204800000,損害賠償,新店簡易庭,民事判決,1688136019337,183,1,183,1,3000.0,1618,14290,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,184,507933,"TCDV,107,訴,3701,20190829,1",107,訴,3701,1567036800000,損害賠償,臺灣臺中地方法院,民事判決,1688136019337,184,1,184,1,45000.0,7620,14290,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,185,511797,"TCDV,108,簡上,52,20191025,1",108,簡上,52,1571961600000,損害賠償,臺灣臺中地方法院,民事判決,1688136019337,185,1,185,1,20000.0,45995,14290,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,187,544444,"TCHV,107,訴易,79,20181228,1",107,訴易,79,1545955200000,損害賠償,臺灣高等法院臺中分院,民事判決,1688136019337,187,1,187,1,50000.0,2690,21009,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,188,589075,"TNDV,106,重訴,184,20180928,1",106,重訴,184,1538092800000,侵權行為損害賠償,臺灣臺南地方法院,民事判決,1688136019337,188,1,188,1,1500000.0,4425707,21009,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
